36234572,'Station Brae',55.9499,-3.11926
36234573,'Brighton Place',55.9514,-3.11682
36234574,'PortobelloTown H',55.9536,-3.11573
36234575,'PortobelloTown H',55.9535,-3.1155
36234576,'Bridge Street',55.955,-3.11814
36234578,'Kings Road',55.9568,-3.12141
36234579,'Brighton Place',55.9517,-3.11612
36234582,'Duddingston Park',55.949,-3.12054
36234583,'Mountcastle Driv',55.9475,-3.12719
36234584,'Duddingston Aven',55.9467,-3.13181
36234585,'Woodland Grove',55.9452,-3.13603
36234586,'New Bellfield',55.9474,-3.13712
36234587,'Meadowfield gard',55.9437,-3.14106
36234589,'Holyrood School',55.9429,-3.14331
36234592,'Duddingston Golf',55.9372,-3.14386
36234593,'Drybrough's Brew',55.9337,-3.14168
36234594,'Craigmillar Cast',55.9328,-3.14023
36234595,'Niddrie Mains Ro',55.933,-3.13764
36234596,'Harewood Drive',55.9328,-3.13472
36234597,'Thistle Foundati',55.9325,-3.13316
36234598,'Hay Road',55.9329,-3.12776
36234623,'Wauchope Square',55.9338,-3.12369
36234624,'Hay Drive',55.9343,-3.12042
36234625,'Jack Kane Centre',55.9341,-3.11824
36234626,'Niddrie Mill Cot',55.934,-3.11532
36234627,'Seaview Terrace',55.947,-3.08127
36234628,'Seaview Terrace',55.9481,-3.08407
36234629,'Seaview Terrace',55.9485,-3.08813
36234632,'Seaview Terrace',55.9486,-3.09126
36234634,'Coillesdene Driv',55.9488,-3.09443
36234635,'Morton Street',55.9493,-3.10046
36234636,'Brunstane Road',55.9501,-3.10358
36234637,'Pitville Street',55.9509,-3.10684
36234638,'Phoenix House',55.9516,-3.10991
36234639,'Windsor Place',55.9522,-3.11216
36234642,'Moira Terrace',55.9572,-3.12576
36234643,'Inchview Terrace',55.9571,-3.12771
36234645,'Moira Terrace',55.9566,-3.13148
36234646,'Fishwives Causew',55.9563,-3.13485
36234647,'Craigentinny Ave',55.9559,-3.13871
36234648,'Piershill Cemete',55.9546,-3.14012
36234649,'Northfield',55.953,-3.13792
36234652,'Mountcastle Terr',55.9521,-3.13344
36234653,'Northfield Farm',55.9515,-3.13064
36234654,'Mountcastle Gard',55.9501,-3.12796
36234656,'Durham Terrace',55.9473,-3.12586
36234657,'Durham Place Wes',55.9451,-3.12383
36234658,'Durham Drive',55.9436,-3.12248
36234670,'Bingham Medway t',55.9376,-3.12417
36234671,'Bingham View to',55.9389,-3.12536
36234672,'Health Centre',55.9408,-3.1161
36234673,'Bingham View',55.9389,-3.12536
36234674,'Bingham Medway f',55.9376,-3.12417
36234675,'Bingham Way',55.9386,-3.12533
36234676,'Duddingston View',55.9411,-3.12749
36234678,'Duddingston View',55.9414,-3.12753
36234679,'Duddingston Gard',55.9427,-3.12731
36234681,'Bingham Way',55.9386,-3.12533
36234682,'Mountcastle Driv',55.943,-3.12303
36234683,'Northfield Squar',55.9505,-3.13639
36234684,'Northfield Farm',55.9479,-3.1367
36234685,'Duddingston Mill',55.9463,-3.13597
36234686,'Duddingston Aven',55.9435,-3.13135
36234687,'Duddingston Aven',55.944,-3.13269
36234689,'Duddingston Hous',55.9427,-3.13038
36234692,'Duddingston Park',55.9435,-3.1189
36234693,'Mountcastle Driv',55.9431,-3.12087
36234694,'Bingham Park',55.9427,-3.12574
36234695,'Duddingston Mill',55.9458,-3.13573
36234696,'Northfield Garde',55.9484,-3.13707
36234697,'Norhtfield Avenu',55.9508,-3.13671
36234698,'Northfield',55.9528,-3.13814
36234723,'Northfield',55.9551,-3.14075
36234724,'Piersfield Terra',55.955,-3.14479
36234725,'Piershill',55.9551,-3.14769
36234726,'Abercorn Road',55.9542,-3.1479
36234727,'Northfield Cresc',55.9502,-3.14034
36234728,'Northfield Cresc',55.9493,-3.13918
36234729,'New Bellfield',55.9478,-3.13772
36234732,'Northfield Terra',55.9496,-3.13992
36234734,'Northfield Terra',55.9507,-3.14108
36234735,'Willowbrae Garde',55.953,-3.14583
36234736,'Abercorn Road',55.9537,-3.14738
36234737,'St Margarets Hou',55.9551,-3.1524
36234738,'Meadowbank',55.9556,-3.15661
36234739,'Marionville Road',55.9563,-3.16125
36234742,'Marionville Road',55.9567,-3.16395
36234743,'Cadzow Place',55.9573,-3.16792
36234745,'Brunton Place',55.9576,-3.17336
36234746,'Brunton',55.9577,-3.17658
36234747,'Bruswick Road',55.9578,-3.18014
36234748,'Leopold Place',55.9578,-3.18301
36234749,'St James Centre',55.9539,-3.18795
36234752,'North Bridge',55.9525,-3.18858
36234753,'North Bridge',55.9518,-3.18821
36234754,'North Bridge',55.9514,-3.18797
36234756,'South Bridge',55.949,-3.18681
36234757,'Infirmary Street',55.9486,-3.1866
36234758,'Hill Place',55.9458,-3.18464
36234759,'Nicolson Street',55.9456,-3.18448
36234762,'West Richmond St',55.9459,-3.18241
36234764,'Dumbiedykes',55.9499,-3.17877
36234768,'Folly Mews',55.9434,-3.17972
36234769,'Bernard Terrace',55.9416,-3.17807
36234782,'Church of Christ',55.9408,-3.17668
36234783,'East Preston St',55.9393,-3.17812
36234784,'East Preston Str',55.9388,-3.17902
36234785,'Salisbury Place',55.9372,-3.17859
36234786,'Salisbury Place',55.9377,-3.17835
36234787,'East Preston Str',55.9394,-3.17846
36234789,'Preston Street S',55.9402,-3.1761
36234792,'Nelson Hall',55.9417,-3.17857
36234793,'Rankeillor Stree',55.9432,-3.17975
36234794,'Pleasance',55.9443,-3.18106
36234795,'West Richmond St',55.9457,-3.18309
36234796,'St Patrick Squar',55.9431,-3.18298
36234797,'Rankeillor Stree',55.9427,-3.18258
36234798,'Queens Hall',55.9414,-3.18125
36234823,'Bernard Terrace',55.9406,-3.18052
36234824,'Commonwealth Poo',55.9384,-3.17305
36234825,'Blacket Avenue',55.9369,-3.17062
36234826,'Queens Crescent',55.9344,-3.16749
36234827,'Prestonfield Gar',55.9326,-3.16513
36234828,'Cameron Crescent',55.9298,-3.16191
36234829,'Cameron Crescent',55.9303,-3.16261
